X,Y,Z
0.6590173777701863,-1.6873696422914308,4.294133494336321
0.6590705774782619,-1.6851305281358109,4.294133494336321
0.6590350510558477,-1.6828853088326081,4.294133494336321
0.6589561293815566,-1.6806371717068709,4.294133494336321
0.6589652699068299,-1.678395289198256,4.294133494336321
0.6589227344801178,-1.6761499113555645,4.294133494336321
0.6588725872866956,-1.6739041145815325,4.294133494336321
0.6589176805285786,-1.6716650394726142,4.294133494336321
0.6589585597677047,-1.6694257652412179,4.294133494336321
0.6589907052447889,-1.6671859796878017,4.294133494336321
0.6590371017789514,-1.6649472737966553,4.294133494336321
0.6590757167031627,-1.6627081219698743,4.294133494336321
0.6591342107807594,-1.6604704331302675,4.294133494336321
0.6591785987211539,-1.6582318611209295,4.294133494336321
0.6591675904479954,-1.655989569900739,4.294133494336321
0.6592164011890593,-1.6537514868285277,4.294133494336321
0.6592452490035983,-1.6515121231468723,4.294133494336321
0.6592518838532344,-1.6492713297556396,4.294133494336321
0.6592876635757627,-1.6470326252798642,4.294133494336321
0.6592694711112188,-1.6447903234575199,4.294133494336321
0.6592696461270708,-1.6425493736013153,4.294133494336321
0.6593344799468239,-1.640312923956621,4.294133494336321
0.6593480315762745,-1.6380730680827555,4.294133494336321
0.6593322699174339,-1.6358313122491517,4.294133494336321
0.6592845192446922,-1.633587482463197,4.294133494336321
0.6593098540965079,-1.6313487072101984,4.294133494336321
0.6593153756632872,-1.6291086793800262,4.294133494336321
0.659327774300914,-1.6268692076973752,4.294133494336321
0.6594074479784691,-1.6246343661305014,4.294133494336321
0.659413097427588,-1.6223946123478636,4.294133494336321
0.6594483910116632,-1.6201569438926688,4.294133494336321
0.6594687377510381,-1.6179183549081977,4.294133494336321
0.6594956053941853,-1.6156802900986131,4.294133494336321
0.6596225894685149,-1.6134490216692687,4.294133494336321
0.6598477738412893,-1.6112243938583142,4.294133494336321
0.6602300846953061,-1.6090103196484813,4.294133494336321
0.6605538366417583,-1.6067923552614574,4.294133494336321
0.6604647949663361,-1.6045468953568895,4.294133494336321
0.6604518152160608,-1.6023066040023581,4.294133494336321
0.6604765998791614,-1.6000689133558539,4.294133494336321
0.6605502825915468,-1.5978345521285957,4.294133494336321
0.6606340644248896,-1.5956009335815893,4.294133494336321
0.6607716186890089,-1.5933709470265114,4.294133494336321
0.6608721439312116,-1.5911385719877216,4.294133494336321
0.6611224121973167,-1.5889161543888288,4.294133494336321
0.6610172161026712,-1.5866703296365623,4.294133494336321
0.6610768451546469,-1.5844354649998025,4.294133494336321
0.6609473482935473,-1.5821882324836496,4.294133494336321
0.6608873998726137,-1.579945675144192,4.294133494336321
0.6608708688099187,-1.577706059530412,4.294133494336321
0.6607981110601786,-1.5754628458177367,4.294133494336321
0.6608815187290021,-1.5732299434545076,4.294133494336321
0.6608801589964117,-1.5709915697146062,4.294133494336321
0.6608839583320034,-1.5687536138720546,4.294133494336321
0.6609659492509475,-1.5665208323167836,4.294133494336321
0.6610879220915744,-1.5642907176805712,4.294133494336321
0.6611513537075708,-1.5620568574550966,4.294133494336321
0.6599640118306924,-1.5597419128798067,4.294133494336321
0.6592425545541102,-1.5574574482894394,4.294133494336321
0.6590276896409742,-1.5552059674289218,4.294133494336321
0.6590842375216153,-1.5529721382817492,4.294133494336321
0.6591564538362547,-1.5507393876270241,4.294133494336321
0.6591251663646684,-1.5485000326953473,4.294133494336321
0.6590855644905439,-1.5462602252505895,4.294133494336321
0.6591297917642365,-1.5440258874123813,4.294133494336321
0.659122243813336,-1.54178829574807,4.294133494336321
0.6591700156748914,-1.5395543255933324,4.294133494336321
0.6592324789497742,-1.5373213622310664,4.294133494336321
0.6594063726084404,-1.5350955826428276,4.294133494336321
0.6594747525340005,-1.532863114106898,4.294133494336321
